code_pdv_texte,code_pdv,Vague,**nom_restaurant**,**reseau**,**code_direction**,REGION<br>GLOBALE,**code_region**,REGION,**statut_pdv**,id_readings,vague,nom_restaurant,region,date_mel,statut_integration,affluence,sequence,joker,syntaxe,fdv,hdv,sexe,age,f600,f600_comment,1.1 - Courtoisie et aimabilité du personnel,1.2 - Compétence du personnel,"1.3 - Perception du personnel (souriant, dynamique, professionnel)",1.4 - Interaction avec le client,1.5 - Gestion de l'affluence,2.1 - Qualité des plats,2.2 - Variété des plats,2.3 - Cuisson et température des aliments,2.4 - Assaisonnement des aliments,2.5 - Disponibilité des plats,3.1 - Propreté générale du restaurant,3.2 - Propreté des toilettes,3.3 - Propreté et rangement des tables,3.4 - Propreté des couverts et assiettes,"3.5 - Propreté des espaces de service (buffets, stands)",4.1 - Décoration et agencement du restaurant,4.2 - Bruit dans le restaurant,"4.3 - Espace (espacement entre les tables, taille du restaurant)",4.4 - Environnement pour les enfants,5.1 - Présence de déchets,5.2 - Nettoyage et débarrassage des tables,5.3 - Fréquence du réapprovisionnement des buffets,6.1 - Gestion du temps d'attente,6.2 - Rapidité du service en caisse,6.3 - Gestion de l'affluence,7.1 - Variété et qualité des légumes,7.2 - Presence de sauce sur assiette,7.3 - Assaisonnement des accompagnements,7.4 - Disponibilité des sauces,8.1 - Connaissance du personnel sur les produits,8.2 - Disponibilité des produits comme les crêpes,8.3 - Problèmes techniques impactants l'offre de produits,9.1 - Accessibilité du restaurant,9.2 - Places de parking,9.3 - Aménagement de la terrasse,10. - Prix,11. - Communication,12. - Poisson
77,77,juil.-23,AULNAY,COMPAGNIE,DO_3,NORD,R_28,PARIS EST,Actif,347430,40,46,28,11/07/2023,0,2,MIDI SEMAINE,0,6,07/05/2023,12:01:00,Femme,50,2,"L'accueil est poli, mais tous les membres du personnel ne sourient pas spontanément. L'attente est correcte à la caisse, mais je patiente plus de 11 minutes pour le plat. Les bacs de crudités et fruits sont parfaitement alignés et remplis. Le mélange de légumes est à température ambiante.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,77,juil.-23,AULNAY,COMPAGNIE,DO_3,NORD,R_28,PARIS EST,Actif,347486,40,46,28,24/07/2023,1,2,MIDI SEMAINE,1,6,7/19/2023,12:15:00,Homme,32,2,"Je suis satisfait, ma visite est conforme à mes attentes. Le personnel en zone free flow ne fait pas attention à moi. Le bipper sonne au bout de 7 minutes.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,77,févr.-23,AULNAY,COMPAGNIE,DO_3,NORD,R_28,PARIS EST,Actif,346141,33,46,28,28/02/2023,1,3,SOIR SEMAINE,1,6,2/27/2023,19:15:00,Homme,46,2,La visite est correcte. Les épinards sont froids. Il flotte une mauvaise odeur dans les toilettes.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,77,mai-23,AULNAY,COMPAGNIE,DO_3,NORD,R_28,PARIS EST,Actif,346944,38,46,28,10/05/2023,1,2,SOIR SEMAINE,0,6,05/03/2023,19:21:00,Homme,41,3,"Je suis satisfait de la présentation des plats, de la qualité des garnitures et du choix aux buffets. L'absence de petites cuillères me paraît anormale et l'attitude détachée voire froide du personnel m'a déplu de même que la présence d'un chewing-gum sur un plateau.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,78,janv.-23,BORDEAUX MERIGNAC,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,345831,32,47,22,17/01/2023,1,2,MIDI SEMAINE,0,6,01/12/2023,12:20:00,Homme,39,4,"Je suis satisfait de la qualité du repas, notamment des haricots verts très bien assaisonnés. Je suis déçu de la propreté du meuble des boissons et sous les distributeurs de boissons chaudes en salle de restauration. Je déplore les contacts en général avec les membres du personnel.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,78,janv.-23,BORDEAUX MERIGNAC,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,345946,32,47,22,31/01/2023,0,1,MIDI SEMAINE,1,6,1/24/2023,12:10:00,Homme,69,3,Certains plateaux n'avaient pas été nettoyés et séchés correctement. Mon bipper ne fonctionnait pas correctement. Les tables devraient être nettoyées sitôt débarrassées afin que les clients s'installent à des tables propres.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,78,avr.-23,BORDEAUX MERIGNAC,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,346544,37,47,22,11/04/2023,0,1,MIDI SEMAINE,0,6,04/03/2023,12:08:00,Homme,39,4,"Le repas est savoureux, sauf les frites. Il y a de lattente au niveau des caisses. Le personnel en salle et au buffet nest pas attentionné envers les clients. Du mobilier est abîmé. Japprécie la mise en valeur des produits dans la zone Free Flow et le dynamisme de la personne.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,78,avr.-23,BORDEAUX MERIGNAC,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,346688,37,47,22,18/04/2023,1,2,MIDI SEMAINE,1,6,4/17/2023,12:10:00,Femme,66,3,J'apprécie mon repas mais je suis surprise de la rupture de sauce pour accompagner mon poisson comme me l'annonce la personne des plats chauds.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,78,sept.-23,BORDEAUX MERIGNAC,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,347709,42,47,22,15/09/2023,0,2,WE FAMILLE,0,6,09/09/2023,19:18:00,Femme,40,3,Le personnel ne se montre pas attentif et souriant. Personne ne dit un mot gentil et les interactions sont réduites. Le buffet est complet et les produits sont bons. Le restaurant est propre et les tables sont espacées.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81,81,mai-23,AUBAGNE,COMPAGNIE,DO_4,SUD,R_27,GRAND SUD EST,Actif,346877,38,48,24,10/05/2023,0,3,SOIR SEMAINE,0,6,05/04/2023,19:00:00,Homme,58,3,Le personnel est certes aimable mais pas du tout souriant. La propreté pourrait être améliorée si le personnel était plus vigilant pour nettoyer la nourriture tombée au sol.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81,81,mai-23,AUBAGNE,COMPAGNIE,DO_4,SUD,R_27,GRAND SUD EST,Actif,347021,38,48,24,23/05/2023,1,2,SOIR SEMAINE,1,6,5/17/2023,19:02:00,Homme,44,2,Le restaurant est propre et agréable. La viande commandée à point est un peu trop cuite. Les pâtes et les lentilles ne sont pas assez chaudes.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81,81,juil.-23,AUBAGNE,COMPAGNIE,DO_4,SUD,R_27,GRAND SUD EST,Actif,347415,40,48,24,11/07/2023,0,3,MIDI SEMAINE,0,6,07/03/2023,12:02:00,Femme,59,3,"Les couverts sont sales et il y a un manque de prise en charge des clients un peu perdus. Le personnel est surtout occupé au nettoyage, à débarrasser. Il n'y a pas d'échange. Le repas est bon et le prix est raisonnable.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81,81,juil.-23,AUBAGNE,COMPAGNIE,DO_4,SUD,R_27,GRAND SUD EST,Actif,347490,40,48,24,24/07/2023,1,2,MIDI SEMAINE,1,6,7/17/2023,12:05:00,Femme,56,2,"La cafétéria est propre, dégagée, rien ne traîne au sol. Les tables devenues inoccupées sont rapidement nettoyées par le personnel présent dans la salle. La température et la luminosité sont convenables. Le personnel rencontré est aimable et souriant. Les différents plats consommés sont bons, bien cuits.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,78,sept.-23,BORDEAUX MERIGNAC,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,347856,42,47,22,27/09/2023,1,3,WE FAMILLE,1,6,9/22/2023,19:08:00,Femme,43,2,"L'accueil est parfait, la propreté est très correcte, les jeux des enfants sont bien entretenus. Les aiguillettes de canard sont bonnes, mais les frites moins. Le hamburger de l'enfant lui convient, mais il est très petit.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83,83,janv.-23,BORDEAUX LE LAC,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,345814,32,49,22,17/01/2023,0,2,MIDI SEMAINE,0,6,01/12/2023,12:00:00,Homme,31,2,La salle de restaurant est très propre et j'apprécie la grande variété de plats. Le temps d'attente pour le steak est beaucoup trop long. Les toilettes sont sales.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83,83,janv.-23,BORDEAUX LE LAC,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,345941,32,49,22,31/01/2023,1,2,MIDI SEMAINE,1,6,1/20/2023,12:40:00,Homme,49,3,"Hormis l'absence des chariots pour les plateaux et, d'autre part, la viande tiède, j'ai apprécié la propreté du restaurant et l'accueil.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83,83,avr.-23,BORDEAUX LE LAC,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,346546,37,49,22,11/04/2023,0,1,MIDI SEMAINE,0,6,04/04/2023,12:50:00,Homme,50,2,Le service est globalement rapide et efficace. Il y a un bon choix de produits. La salle du restaurant est propre.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83,83,avr.-23,BORDEAUX LE LAC,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,346670,37,49,22,18/04/2023,1,3,MIDI SEMAINE,1,6,4/17/2023,12:03:00,Homme,32,2,La salle du restaurant est propre. Il y a un choix de produits varié et qualitatif.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83,83,août-23,BORDEAUX LE LAC,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,347548,41,49,22,11/08/2023,1,2,SOIR SEMAINE,0,6,08/01/2023,19:40:00,Femme,42,3,"Certains points sont décevants. Par exemple, il n'y a pas de burgers ni de galettes de disponibles, le plat des pommes noisette est vide tout le temps du repas et les pâtes ne sont jamais réapprovisionnées non plus. Il n'y a pas d'autre sauce que ketchup et mayonnaise, de type sauce poivre ou tomate.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83,83,août-23,BORDEAUX LE LAC,COMPAGNIE,DO_1,SUD,R_20,CENTRE AQUITAINE,Actif,347665,41,49,22,22/08/2023,0,3,SOIR SEMAINE,1,6,17/08/2023,19:04:00,Homme,63,3,"La salle de restauration est sale, que ce soit dans les accès ou autour des tables. Pour les toilettes, c'est intolérable. Même si le repas est correct, l'environnement est désagréable.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85,85,mars-23,LYON ST PRIEST,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,346392,34,50,23,10/03/2023,0,2,WE FAMILLE,0,6,03/04/2023,19:13:00,Femme,29,3,Le sol était très sale partout. Le personnel croisé aux caisses était attentionné mais pas celui en free flow. Il y a eu de l'attente aux plats chauds.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85,85,mars-23,LYON ST PRIEST,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,346498,34,50,23,22/03/2023,1,1,WE FAMILLE,1,6,3/18/2023,12:55:00,Femme,38,1,"Je suis très satisfaite du professionnalisme de la plupart du personnel, du choix des produits proposés, de la cuisson de la viande. La mousse au chocolat est exquise. Mon fils mange très bien. La diversité des jeux pour enfants est extraordinaire.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85,85,avr.-23,LYON ST PRIEST,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,346547,37,50,23,11/04/2023,0,1,MIDI SEMAINE,0,6,04/03/2023,12:20:00,Homme,58,3,"J'ai apprécié la variété des accompagnements proposés, mais les frites n'étaient pas assez croustillantes. J'ai apprécié lattitude de la caissière, un peu moins l'accueil au stand viande car la personne était moins empathique.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85,85,avr.-23,LYON ST PRIEST,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,346677,37,50,23,18/04/2023,1,1,MIDI SEMAINE,1,6,4/14/2023,12:01:00,Femme,52,2,J'apprécie tout sauf l'attente de dix minutes pour mon burger. Les plats sont appétissants. Le restaurant est propre et le personnel est sympathique.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,38,févr.-23,VALENCIENNES PETITE FORET,COMPAGNIE,DO_2,NORD,R_25,NORD EST,Actif,346051,33,16,25,14/02/2023,0,2,SOIR SEMAINE,0,6,02/07/2023,19:10:00,Femme,25,2,"Le personnel est agréable quand on le sollicite et efficace pour le nettoyage des tables. C'est toujours propre. Mais si le client ne solicite pas le personnel, il ne fait pas attention aux clients",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
88,88,sept.-23,CAMBRAI,COMPAGNIE,DO_2,NORD,R_21,NORD EST,Actif,347759,42,51,25,15/09/2023,0,1,WE FAMILLE,0,6,09/09/2023,18:51:00,Femme,34,2,"Les produits sont plutôt bons, mais le personnel n'est pas attentif et les toilettes ne sont pas propres.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
88,88,sept.-23,CAMBRAI,COMPAGNIE,DO_2,NORD,R_21,NORD EST,Actif,347852,42,51,25,27/09/2023,1,2,WE FAMILLE,1,6,9/23/2023,12:08:00,Femme,48,2,"L'ensemble de ce restaurant est propre, aussi bien la salle que les toilettes. La tenue du personnel est impeccable. Les employés sont très aimables.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
901,901,sept.-23,AIRE DE RESSONS OUEST,FRANCHISE,DO_6,NORD,R_10,NORD EST,Actif,347778,42,231,25,20/09/2023,0,2,WE FAMILLE,0,6,9/16/2023,12:20:00,Homme,64,3,Létiquette de produit sur la vitrine des entrées est mal affichée. Je me trompe et je paye plus cher. Les frites qui accompagnent le plat ne sont pas gratuites. Il y a de l'attente et le personnel n'est pas souriant.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,90,janv.-23,DIJON QUETIGNY,COMPAGNIE,DO_3,SUD,R_23,CENTRE EST,Actif,345830,32,52,23,17/01/2023,0,1,MIDI SEMAINE,0,6,01/10/2023,12:06:00,Femme,46,2,"Je reviendrai si les légumes sont tous à bonne température et ont un bel aspect, si les toilettes sont propres et s'il y a du savon pour pouvoir se laver les mains correctement et non seulement à l'eau.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,90,janv.-23,DIJON QUETIGNY,COMPAGNIE,DO_3,SUD,R_23,CENTRE EST,Actif,345980,32,52,23,31/01/2023,1,2,MIDI SEMAINE,1,6,1/20/2023,12:52:00,Femme,47,1,J'ai bien mangé et il y avait du choix. J'ai été servie rapidement. Le restaurant était propre y compris le sol.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,90,août-23,DIJON QUETIGNY,COMPAGNIE,DO_3,SUD,R_23,CENTRE EST,Actif,347551,41,52,23,11/08/2023,0,1,SOIR SEMAINE,0,6,08/02/2023,19:12:00,Femme,48,3,Il y a très peu de choix pour les garnitures et elles sont très tièdes. Les toilettes sont sales.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,90,août-23,DIJON QUETIGNY,COMPAGNIE,DO_3,SUD,R_23,CENTRE EST,Actif,347659,41,52,23,22/08/2023,1,2,SOIR SEMAINE,1,6,17/08/2023,19:00:00,Homme,45,3,"Le personnel est sympathique, mais l'odeur et le manque de propreté au niveau des toilettes ternit cette bonne impression générale.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
91,91,janv.-23,BOURGES,COMPAGNIE,DO_5,SUD,R_31,CENTRE AQUITAINE,Actif,345819,32,53,22,17/01/2023,0,1,MIDI SEMAINE,0,6,01/10/2023,12:05:00,Femme,39,2,La salle n'est pas très propre. La qualité de la nourriture n'est pas extraordinaire mais le personnel est très sympathique. L'ambiance est familiale.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
91,91,janv.-23,BOURGES,COMPAGNIE,DO_5,SUD,R_31,CENTRE AQUITAINE,Actif,345955,32,53,22,31/01/2023,1,1,MIDI SEMAINE,1,6,1/20/2023,12:03:00,Femme,58,2,C'est conforme à mes attentes mais je suis un peu surprise par les toilettes.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
91,91,avr.-23,BOURGES,COMPAGNIE,DO_5,SUD,R_31,CENTRE AQUITAINE,Actif,346654,37,53,22,17/04/2023,0,1,MIDI SEMAINE,0,6,04/05/2023,12:15:00,Homme,18,1,L'ensemble est très satisfaisant. Le service et le repas sont de qualité.,n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
91,91,avr.-23,BOURGES,COMPAGNIE,DO_5,SUD,R_31,CENTRE AQUITAINE,Actif,346695,37,53,22,25/04/2023,1,2,MIDI SEMAINE,1,6,4/20/2023,12:22:00,Homme,62,2,"Le concept est bien pour manger rapidement. La pièce de buf n'était pas mauvaise, les frites étaient chaudes mais pas croustillantes, les pommes noisette acceptables.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
94,94,janv.-23,LYON LIMONEST,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,345825,32,55,23,17/01/2023,0,1,MIDI SEMAINE,0,6,01/10/2023,12:10:00,Homme,34,3,"Le personnel s'investit pour gérer un nombre important de clients et, de ce fait, n'est pas disponible.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
94,94,juin-23,LYON LIMONEST,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,347293,39,55,23,13/06/2023,0,3,WE FAMILLE,0,6,06/09/2023,19:09:00,Femme,31,2,"Le repas est bon mais basique. Cest un bon moment pour les enfants. Les frites sont molles, tièdes et pas salées.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
94,94,sept.-23,LYON LIMONEST,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,347784,42,55,23,20/09/2023,0,2,WE FAMILLE,0,6,9/16/2023,19:00:00,Femme,50,2,"Le restaurant est propre dans son ensemble. Le repas est bon et chaud. Les frites sont croustillantes et en permanence ravitaillée au stand des accompagnements. Les toilettes sont propres, mais l'endroit est à rafraîchir. Le personnel est avenant et concentré sur le bien-être du client.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
94,94,sept.-23,LYON LIMONEST,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,347843,42,55,23,27/09/2023,1,2,WE FAMILLE,1,6,9/23/2023,12:15:00,Homme,65,2,"Le service, l'ambiance et la qualité sont conformes aux attentes. Les toilettes ne sont pas au niveau du reste.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,95,janv.-23,ROANNE,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,345838,32,56,23,17/01/2023,0,1,MIDI SEMAINE,0,6,01/11/2023,12:30:00,Femme,61,2,"Les lieux sont propres. Le personnel est très agréable à la caisse, poli au stand Plats chauds. Un employé serviable me prépare une table. Les plats sont bons. Aux toilettes, la fiche Place nette est vierge et le distributeur de savon est vide.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,95,mai-23,ROANNE,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,346967,38,56,23,10/05/2023,0,3,SOIR SEMAINE,0,6,05/02/2023,19:45:00,Femme,61,3,"Les garnitures sont tièdes, le parmentier de poisson est fort et a mauvais goût, les frites ne sont pas croustillantes. Je vois des miettes par endroits sur le sol et des fourmis. Le personnel au stand Plats chauds n'est pas très accueillant. Une odeur d'urine flotte dans les toilettes.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,95,mai-23,ROANNE,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,347020,38,56,23,23/05/2023,1,3,SOIR SEMAINE,1,6,5/17/2023,19:00:00,Homme,67,2,"La visite est correcte, sans plus. Pour l'anniversaire, il faut se connecter sur flunch.fr.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,95,sept.-23,ROANNE,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,347807,42,56,23,20/09/2023,0,1,WE FAMILLE,0,6,9/16/2023,12:35:00,Femme,45,2,"Je suis satisfait des plats et du temps d'attente, tant pour la prise de commande que pour la réception du plat. De plus, il y a vraiment le choix concernant les garnitures et les sauces, ce qui est appréciable.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,95,sept.-23,ROANNE,COMPAGNIE,DO_4,SUD,R_30,CENTRE EST,Actif,347840,42,56,23,27/09/2023,1,2,WE FAMILLE,1,6,9/22/2023,19:14:00,Femme,45,1,"Je suis satisfaite. Le personnel fait de son mieux, la zone est propre, la température des plats est vérifiée, et le tout, avec le sourire.",n,na,na,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
